Pop	Mask	Model	Folds	log-likelihood	AIC	chi-squared	theta	initial_params	optimised_params	optimised_params_labels
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-775564.452	1551138.904	16444202005.2381	1048.7795	59.0,59.0,59.0,59.0,59.0	99.0402,93.4064,99.7827,6.7891,8.3972	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-770865.2724	1541740.5448	8726877971.865	1100.9207	60.0,60.0,60.0,60.0,60.0	95.6493,56.865,71.8022,4.9749,9.9888	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-727855.6413	1455721.2826	7790742626.0344	1229.9662	61.0,61.0,61.0,61.0,61.0	99.6149,98.9258,99.581,5.8689,6.2312	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-718606.129	1437222.258	5024243838.4124	1048.3043	62.0,62.0,62.0,62.0,62.0	99.8806,98.4434,95.319,4.5112,9.0362	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-792322.0069	1584654.0138	13598405117.2349	1184.2265	63.0,63.0,63.0,63.0,63.0	31.6997,95.0328,99.9582,5.7193,9.9979	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-625325.7151	1250661.4302	984066902.0968	1489.5796	64.0,64.0,64.0,64.0,64.0	99.7824,99.7963,60.5345,2.7465,5.5068	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-656585.012	1313180.024	2063967156.6318	1745.5894	65.0,65.0,65.0,65.0,65.0	99.9029,86.9511,90.6682,4.429,3.5155	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-728224.6741	1456459.3482	8265475621.443	1278.8568	66.0,66.0,66.0,66.0,66.0	95.6943,99.3643,99.5715,6.0464,5.7981	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-743623.0221	1487256.0442	9969738892.3635	1193.7464	67.0,67.0,67.0,67.0,67.0	86.9424,99.7948,95.3104,6.155,6.897	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-782138.9373	1564287.8746	14677827396.1898	986.9798	68.0,68.0,68.0,68.0,68.0	96.4587,86.8582,96.9344,6.3014,9.9928	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-451715.524	903441.048	136774313.8348	4069.052	69.0,69.0,69.0,69.0,69.0	5.5654,58.8511,82.1405,0.0815,2.3177	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-724053.5679	1448117.1358	6070890572.2425	1097.1958	70.0,70.0,70.0,70.0,70.0	95.5134,99.9833,99.9994,5.0518,8.1316	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-679406.5604	1358823.1208	3317604549.5903	1592.6028	71.0,71.0,71.0,71.0,71.0	95.5863,85.3345,99.958,4.9733,4.0662	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-772243.5462	1544497.0924	11628507755.0164	1074.8878	72.0,72.0,72.0,72.0,72.0	55.1619,99.7452,99.8553,5.7468,9.9992	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-614378.1337	1228766.2674	539174423.808	1076.5837	73.0,73.0,73.0,73.0,73.0	99.6212,86.6107,90.9463,1.4177,9.9749	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-597037.5609	1194085.1218	612203298.3823	1434.3425	74.0,74.0,74.0,74.0,74.0	95.2325,97.974,99.3498,2.3113,5.6762	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-786888.9966	1573787.9932	21607231042.9912	1023.7353	75.0,75.0,75.0,75.0,75.0	99.8139,99.8634,98.8502,7.2355,8.5735	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-752804.7347	1505619.4694	9475188255.3238	1010.9441	76.0,76.0,76.0,76.0,76.0	99.1503,99.9837,99.939,5.6474,9.249	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-752265.1202	1504540.2404	11824040541.8961	1135.2166	77.0,77.0,77.0,77.0,77.0	99.6633,99.9229,99.7848,6.4292,7.131	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-729866.1881	1459742.3762	6160459170.2741	1020.877	78.0,78.0,78.0,78.0,78.0	99.7995,99.8157,99.74,4.8368,9.2978	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-652237.6059	1304485.2118	676546382.9993	1501.814	79.0,79.0,79.0,79.0,79.0	95.1213,98.141,23.2115,1.3541,7.1833	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-154532.0123	309074.0246	18343320792735.33	30487.3615	80.0,80.0,80.0,80.0,80.0	2.7299,14.186,9.2576,0.0075,0.1358	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-840723.404	1681456.808	127865108255.9751	938.3429	81.0,81.0,81.0,81.0,81.0	99.9356,99.9904,99.8398,9.1981,9.7092	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-847022.6074	1694055.2148	177594085004.7662	933.5099	82.0,82.0,82.0,82.0,82.0	99.994,99.8816,99.7368,9.4691,9.7495	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-803416.9193	1606843.8386	26559861999.7712	1003.0558	83.0,83.0,83.0,83.0,83.0	76.9712,99.8098,99.3794,7.3395,9.8451	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-755345.4211	1510700.8422	9255522006.5151	975.9469	84.0,84.0,84.0,84.0,84.0	99.246,99.1246,99.9321,5.4636,9.9943	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-754435.1763	1508880.3526	5434916428.3209	1595.9244	85.0,85.0,85.0,85.0,85.0	28.5353,31.1635,93.5008,3.6948,8.2565	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-740201.9152	1480413.8304	6490596544.3921	1167.7449	86.0,86.0,86.0,86.0,86.0	90.1676,98.9554,62.0154,4.9958,8.1276	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-754041.3671	1508092.7342	8938073571.2679	1013.365	87.0,87.0,87.0,87.0,87.0	81.4314,99.1458,99.9966,5.3719,9.9433	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-769017.7834	1538045.5668	14675587291.2923	1197.4438	88.0,88.0,88.0,88.0,88.0	99.8987,63.6001,99.6497,6.7447,6.8546	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-543832.1096	1087674.2192	615620163.4224	2882.8597	89.0,89.0,89.0,89.0,89.0	37.9328,69.5811,97.9699,2.1463,2.2672	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-740329.8036	1480669.6072	11681957707.4154	1335.5351	90.0,90.0,90.0,90.0,90.0	99.9418,99.6843,99.9067,6.7305,5.0566	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-722050.8037	1444111.6074	6380692697.3869	1168.0233	91.0,91.0,91.0,91.0,91.0	95.8761,99.8482,99.7564,5.3509,7.1195	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-197127.6744	394265.3488	1.246243763365671e+17	27338.1793	92.0,92.0,92.0,92.0,92.0	57.3519,87.48,53.6651,0.0441,0.1122	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-161423.2736	322856.5472	25865865776161.055	28570.4801	93.0,93.0,93.0,93.0,93.0	4.082,9.8473,14.882,0.0438,0.1331	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-777586.4283	1555182.8566	14279073568.2491	962.5316	94.0,94.0,94.0,94.0,94.0	99.9509,99.7877,99.4453,6.2996,9.9985	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-766754.155	1533518.31	14832545355.4649	1075.6676	95.0,95.0,95.0,95.0,95.0	99.7306,99.983,99.9051,6.7062,7.8672	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-377390.079	754790.158	884083349.2754	2742.4156	96.0,96.0,96.0,96.0,96.0	19.771,82.1733,92.5419,0.0008,3.2818	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-714175.1892	1428360.3784	4160966045.7388	1398.5937	97.0,97.0,97.0,97.0,97.0	74.0592,99.6365,48.3818,4.4788,6.5065	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-369932.299	739874.598	9943679.4398	21488.1735	98.0,98.0,98.0,98.0,98.0	29.7553,22.3997,0.6568,0.0792,0.2363	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	1	-460618.9896	921247.9792	16789052.8668	12764.4893	99.0,99.0,99.0,99.0,99.0	81.3803,31.5423,0.9754,0.0879,0.5225	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-469794.6692	939599.3384	56033767.0682	3161.1863	100.0,100.0,100.0,100.0,100.0	96.8404,15.4782,21.2092,0.0087,3.4547	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-779652.4161	1559314.8322	8275767391.0767	1084.4989	31.0,31.0,31.0,31.0,31.0	99.8632,91.416,97.7288,2.2574,9.9573	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-565038.0065	1130086.013	122401099.4799	1313.9189	32.0,32.0,32.0,32.0,32.0	76.6933,99.946,98.5297,0.3156,7.6254	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-802758.588	1605527.176	51388120583.555	1464.7735	33.0,33.0,33.0,33.0,33.0	99.558,46.4767,98.7632,2.9922,6.8824	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-820094.1707	1640198.3414	30400683958.6701	1268.9539	34.0,34.0,34.0,34.0,34.0	99.9338,82.9064,94.2267,3.2387,7.8543	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-623404.6141	1246819.2282	6850171384.1876	1933.7907	35.0,35.0,35.0,35.0,35.0	83.6392,46.721,90.9433,0.9204,4.7207	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-771076.6847	1542163.3694	11241486947.2049	1359.6776	36.0,36.0,36.0,36.0,36.0	88.0513,96.3137,95.557,2.5204,7.0262	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-829597.0803	1659204.1606	114838798943.8239	1535.9356	37.0,37.0,37.0,37.0,37.0	99.4484,99.9255,75.7937,3.6792,5.8435	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-834697.5927	1669405.1854	39416384081.225	1192.9623	38.0,38.0,38.0,38.0,38.0	99.614,98.9157,99.8685,3.474,8.3099	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-781907.9854	1563825.9708	9994732886.4591	1173.2879	39.0,39.0,39.0,39.0,39.0	95.1602,98.6645,98.5742,2.4689,8.6756	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	1	-695129.6177	1390269.2354	22002010772961.867	2743.4004	40.0,40.0,40.0,40.0,40.0	99.9786,99.8943,99.907,1.927,2.5684	nu1, nu2, nu3, T1_23, T23
