Pop	Mask	Model	Folds	log-likelihood	AIC	chi-squared	theta	initial_params	optimised_params	optimised_params_labels
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	3	-1049481.1123	2098972.2246	40966549883.7184	16276.7927	1.0,1.0,1.0,1.0,1.0	0.3101,1.784,6.0976,0.7009,1.5885	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	3	-1251066.0937	2502142.1874	11412101122992.12	2264.5945	20.0,20.0,20.0,20.0,20.0	43.3256,12.7572,3.0557,9.6263,9.0817	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	2	-527026.317	1054062.634	283777945.338	2636.259	21.0,21.0,21.0,21.0,21.0	99.9785,99.7581,70.959,1.7082,2.2474	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	2	-604336.3938	1208682.7876	694339537.328	1418.8675	22.0,22.0,22.0,22.0,22.0	95.6805,76.6133,99.8785,2.3021,5.9902	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	2	-676627.6278	1353265.2556	2598961022.6998	1720.202	23.0,23.0,23.0,23.0,23.0	99.9742,93.2388,60.0997,4.7591,3.6709	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	2	-463043.279	926096.558	84874386.025	3232.2187	24.0,24.0,24.0,24.0,24.0	54.9747,99.9881,52.8479,0.9145,2.0669	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	2	-406805.4599	813620.9198	39726430.0713	1699.3943	25.0,25.0,25.0,25.0,25.0	91.412,99.8663,99.5017,0.0911,5.0632	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	2	-550921.1184	1101852.2368	272059898.9685	2680.5292	26.0,26.0,26.0,26.0,26.0	89.6833,99.2268,48.3595,2.1387,2.1652	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	2	-485100.6164	970211.2328	6542046681.8956	4400.8597	27.0,27.0,27.0,27.0,27.0	20.9173,99.76,67.9556,1.2797,1.4088	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	2	-321596.1567	643202.3134	439877073.7504	3977.2453	28.0,28.0,28.0,28.0,28.0	99.8074,34.0377,50.2106,0.0762,1.8684	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	2	-668777.8816	1337565.7632	2423297148.4938	1734.9516	29.0,29.0,29.0,29.0,29.0	90.9337,55.3299,93.6026,4.5408,3.836	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	3	-605065.8627	1210141.7254	90475517.4625	21699.1515	2.0,2.0,2.0,2.0,2.0	2.7871,1.1274,1.8593,1.2982,0.2663	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	2	-619084.7488	1238179.4976	987491673.952	1655.3229	30.0,30.0,30.0,30.0,30.0	97.1035,88.9768,97.2663,3.2731,4.2171	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	3	-707766.7447	1415543.4894	676453722.5466	6559.9934	3.0,3.0,3.0,3.0,3.0	11.9612,6.2929,4.8717,1.6402,2.2996	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	3	-1137142.4035	2274294.807	83866304239.7328	4472.3177	4.0,4.0,4.0,4.0,4.0	16.2875,30.6078,0.549,0.751,4.0781	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	3	-881262.7279	1762535.4558	7531710493.036	3271.513	5.0,5.0,5.0,5.0,5.0	40.3631,19.5963,3.4106,3.3628,3.6981	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	3	-554391.6352	1108793.2704	105502445.4937	10033.3101	6.0,6.0,6.0,6.0,6.0	8.0092,6.851,4.4106,1.4601,0.7811	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	3	-663789.1516	1327588.3032	607299365.3975	3807.8178	7.0,7.0,7.0,7.0,7.0	15.7529,22.9463,10.7214,1.534,3.7741	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	3	-1211872.7724	2423755.5448	23359352745797.047	3113.6654	8.0,8.0,8.0,8.0,8.0	7.3486,27.9935,4.4687,9.6263,9.0817	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split1_then_23	3	-957379.8415	1914769.683	13724337346.4691	5990.6473	9.0,9.0,9.0,9.0,9.0	1.8854,3.2593,24.3805,1.4989,4.0781	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	3	-1124510.1339	2249030.2678	303559069205.6546	7291.6247	10.0,10.0,10.0,10.0,10.0	66.8728,3.0267,1.3829,4.0781,1.7246	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	3	-510162.1461	1020334.2922	29364784.4694	38163.3716	1.0,1.0,1.0,1.0,1.0	2.7143,0.6113,0.921,0.4035,0.1071	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	2	-630781.9739	1261573.9478	2066181036485734.0	3866.237	21.0,21.0,21.0,21.0,21.0	99.3926,21.0932,89.2074,1.1729,1.9009	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	2	-713451.1909	1426912.3818	149863502649.2004	1783.6977	22.0,22.0,22.0,22.0,22.0	99.5023,67.2304,99.5123,1.9803,4.8173	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	2	-563271.4501	1126552.9002	18819012706.2364	2124.09	23.0,23.0,23.0,23.0,23.0	91.8851,99.4259,92.413,0.5552,3.7197	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	2	-767531.7341	1535073.4682	5791710723.3962	1160.7908	24.0,24.0,24.0,24.0,24.0	52.1485,99.9043,99.2228,1.8462,9.9818	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	2	-481505.1987	963020.3974	35859176.7632	1326.9827	25.0,25.0,25.0,25.0,25.0	99.9848,99.6559,64.3786,0.0403,7.7852	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	2	-664100.8711	1328211.7422	7594423095141.982	2601.8219	26.0,26.0,26.0,26.0,26.0	99.9953,42.929,87.4314,1.5289,3.023	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	2	-570106.2332	1140222.4664	125457951.4746	2021.1022	27.0,27.0,27.0,27.0,27.0	80.3177,85.9777,35.3426,0.4073,4.7145	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	2	-519580.6735	1039171.347	51553429.9411	1142.6059	28.0,28.0,28.0,28.0,28.0	97.0912,98.0774,92.5931,0.095,9.3193	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	2	-520044.3195	1040098.639	4971443206495.227	4060.7071	29.0,29.0,29.0,29.0,29.0	96.0674,14.2182,53.4903,0.3781,2.0067	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	3	-688297.1787	1376604.3574	69825990.4483	45024.2182	2.0,2.0,2.0,2.0,2.0	0.544,0.7152,0.5104,0.2573,0.3229	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	2	-361635.2635	723280.527	9.336581580412492e+20	33471.2802	30.0,30.0,30.0,30.0,30.0	98.7472,1.3646,59.6574,0.1474,0.0829	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	3	-1145101.5076	2290213.0152	496026709358.9839	5933.2309	3.0,3.0,3.0,3.0,3.0	16.0162,1.7428,4.448,3.4409,4.8457	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	3	-1610659.0748	3221328.1496	1.6824486705586016e+17	5792.5785	4.0,4.0,4.0,4.0,4.0	28.6384,2.5529,0.499,7.6837,3.9137	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	3	-957496.5301	1915003.0602	19031295132.7375	14110.9204	5.0,5.0,5.0,5.0,5.0	1.7497,1.3142,6.8455,3.2055,1.0824	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	3	-771998.6598	1544007.3196	1120079219.3372	15607.7553	6.0,6.0,6.0,6.0,6.0	2.7508,1.5226,4.6497,1.6475,0.9248	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	3	-847266.0679	1694542.1358	6427883252.9123	6701.8194	7.0,7.0,7.0,7.0,7.0	1.3007,23.1443,35.5992,1.5133,1.5299	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	3	-1514104.4673	3028218.9346	1.4139692350790589e+17	3251.3227	8.0,8.0,8.0,8.0,8.0	2.4567,38.0154,4.2998,9.6263,9.0817	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split2_then_13	3	-1561454.0361	3122918.0722	3.1141259568000753e+18	2790.181	9.0,9.0,9.0,9.0,9.0	27.8131,21.932,1.1985,9.6263,9.0817	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	3	-1288397.6644	2576805.3288	1.8398100052303364e+16	2593.4491	10.0,10.0,10.0,10.0,10.0	14.2615,4.3098,40.1714,9.6263,9.0817	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	3	-1454649.7938	2909309.5876	25002083720513.918	27145.1643	1.0,1.0,1.0,1.0,1.0	0.889,0.7085,0.2986,2.9673,1.7715	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	2	-445536.4557	891082.9114	10934751958220.484	4040.4061	21.0,21.0,21.0,21.0,21.0	99.5234,94.3858,75.222,0.2088,1.6467	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	2	-594052.3647	1188114.7294	209555726.5619	1831.4227	22.0,22.0,22.0,22.0,22.0	95.9064,99.8036,41.3359,0.5332,5.0639	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	2	-583941.1343	1167892.2686	9168225732040.016	7619.9218	23.0,23.0,23.0,23.0,23.0	20.4433,99.7514,95.4909,1.0126,0.7472	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	2	-405981.6198	811973.2396	766494211.4849	1641.371	24.0,24.0,24.0,24.0,24.0	93.4731,98.7091,98.836,0.0186,5.3581	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	2	-782734.0683	1565478.1366	6847878286.9599	1211.7404	25.0,25.0,25.0,25.0,25.0	39.3453,94.5763,99.0596,1.8709,9.9887	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	2	-418396.7223	836803.4446	42891268878491.66	6283.3273	26.0,26.0,26.0,26.0,26.0	64.2198,98.6669,67.5151,0.2112,0.9665	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	2	-807575.249	1615160.498	13753871513.7582	1259.4848	27.0,27.0,27.0,27.0,27.0	77.5342,60.0937,94.4182,2.7314,8.9762	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	2	-780595.9252	1561201.8504	12592821182.7078	1449.1356	28.0,28.0,28.0,28.0,28.0	99.6316,30.7451,99.5745,2.3383,7.6052	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	2	-473055.1761	946120.3522	42607976.6718	1456.8113	29.0,29.0,29.0,29.0,29.0	99.8776,83.0151,65.2136,0.0488,6.9316	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	3	-1028007.6022	2056025.2044	17241995007.1272	9609.5641	2.0,2.0,2.0,2.0,2.0	7.0275,0.8856,3.4036,0.2366,4.0781	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	2	-990541.0178	1981092.0356	13289288649400.97	1112.4108	30.0,30.0,30.0,30.0,30.0	81.3587,99.9856,99.9272,6.8218,9.4925	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	3	-1190600.5471	2381211.0942	227029596134.3152	6021.8835	3.0,3.0,3.0,3.0,3.0	0.5175,2.9684,33.5536,0.3803,4.0781	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	3	-1031296.3198	2062602.6396	128937165491.2643	6515.5039	4.0,4.0,4.0,4.0,4.0	1.3444,29.1117,13.6858,4.0781,1.7661	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	3	-945842.9502	1891695.9004	9041885080.446	12935.3548	5.0,5.0,5.0,5.0,5.0	2.1062,7.7342,1.3887,2.3435,1.2677	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	3	-1292569.1226	2585148.2452	16712306783176.527	5685.2111	6.0,6.0,6.0,6.0,6.0	20.65,2.285,1.8579,4.2979,5.2679	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	3	-1042190.0613	2084390.1226	88817469063.2621	5460.242	7.0,7.0,7.0,7.0,7.0	3.5487,16.1216,6.7141,3.7637,3.9137	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	3	-1382736.0097	2765482.0194	9.194610348581243e+16	3413.1069	8.0,8.0,8.0,8.0,8.0	17.9212,2.1845,13.4558,9.6263,9.0817	nu1, nu2, nu3, T1_23, T23
outQ0.fold.group2_dadi_group3_dadi_group4_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE	no	model_split3_then_12	3	-652658.1633	1305326.3266	821957093.1522	2562.0935	9.0,9.0,9.0,9.0,9.0	39.7977,33.5142,47.9924,1.2038,4.0781	nu1, nu2, nu3, T1_23, T23
