Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_proj_2het_group2-group4_process5_05-6-25	Run 3	-3509.88	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.51851, 0.06677, 0.19327, 0.38803, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.42466, 15.42543, 22.59538, 7.97809, 0.06343, 5.05117, 0.04749, 0.13351, 0.43246)	7928.770781820765
output_proj_2het_group2-group4_process5_05-6-25	Run 6	-3628.15	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(169.24569, 4.48379, 2.29818, 11.86138, 76.95966, 3.5561, 0.00e+00, 0.83916, 0.04856, 0.03357, 200.0, 3.16996, 0.00e+00, 4.50436, 0.00e+00, 0.00e+00, 0.57382, 0.45703)	5381.451740200786
output_proj_2het_group2-group3_process8_05-6-25	Run 8	-3768.78	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.59946, 0.99999, 0.76459, 9.27174, 200.0, 0.00e+00, 0.22529, 0.00e+00, 0.57926, 1.90201, 24.30661, 23.18562, 0.00e+00, 2.89941, 0.001, 2.26286, 0.00045, 0.42238)	5817.316795279668
output_proj_2het_group2-group3_process8_05-6-25	Run 2	-3806.94	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.26964, 1.05443, 0.00421, 0.28814, 0.01165, 0.00e+00, 2.52881, 0.00e+00, 0.00e+00, 2.50435, 18.14768, 17.85316, 4.58469, 0.001, 3.52372, 0.1093, 0.03083, 0.53564)	7200.3794349591935
output_proj_2het_group2-group3_process8_05-6-25	Run 6	-4146.78	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.25161, 6.85032, 0.26781, 0.10793, 9.70039, 0, 3.86599, 0.00e+00, 0.63204, 3.97115, 5.31004, 8.38709, 0.00e+00, 1.3728, 0.25, 1.0, 0.6839)	28966.826400246708
output_proj_2het_group2-group3_process8_05-6-25	Run 7	-4210.22	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 7.59393, 0.00266, 0.19118, 3.28626, 0.00e+00, 3.30602, 0.00e+00, 1.70051, 2.55638, 17.85207, 19.41093, 0.09295, 3.67989, 0.001, 4.54928, 1.0, 0.46566)	7009.493768399406
output_proj_2het_group1-group2_process2_05-6-25	Run 5	-2571.28	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.49514, 124.15784, 0.62908, 0.14386, 17.46166, 0.00e+00, 15.0, 2.24083, 0.00e+00, 0.88556, 12.25124, 15.29713, 9.26684, 0.10388, 15.0, 0.001, 0.73659, 0.41056)	10107.043628569569
output_proj_2het_group1-group2_process2_05-6-25	Run 3	-3004.57	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(2.21484, 14.52216, 2.00189, 33.25686, 43.1728, 4.67684, 5.48e-20, 7.25031, 0.001, 0.01464, 3.71212, 2.9969, 4.31e-21, 10.47765, 2.23e-20, 15.0, 0.30703, 0.38504)	4503.991560099415
output_proj_2het_group1-group2_process2_05-6-25	Run 6	-3372.35	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.51355, 1.0, 126.11412, 0.44824, 1.08332, 1.64835, 0.00e+00, 1.04672, 14.08851, 16.84982, 8.61142, 0.001, 4.02249, 0.05797, 0.82763, 0.42117)	8398.275285841262
output_proj_2het_group1-group2_process2_05-6-25	Run 7	-3607.66	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.13409, 200.0, 0.58993, 2.2607, 26.6408, 0, 0.862, 1.61018, 0.00e+00, 0.87222, 16.25045, 17.61978, 11.39599, 0.00e+00, 5.70516, 0.09093, 0.45449, 0.3884)	8086.2782871661575
output_proj_2het_group4-Amil_process7_05-6-25	Run 5	-3414.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.08507, 41.92972, 1.90206, 19.02234, 6.60695, 0.001, 0.00e+00, 0.21198, 0.00e+00, 0.06028, 25.52303, 31.20505, 0.19661, 3.5771, 0.11579, 15.0, 0.51514, 0.65134)	13352.661642530853
output_proj_2het_group4-Amil_process7_05-6-25	Run 6	-5917.37	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.5028, 200.0, 0.9992, 9.81569, 3.59285, 0.00e+00, 0.00e+00, 0, 2.79862, 0.02111, 19.2503, 12.58652, 6.12261, 0, 6.79201, 0.00e+00, 0.49653, 0.38788)	26207.667998476547
output_proj_2het_group4-Amil_process7_05-6-25	Run 1	-6238.02	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.37768, 200.0, 0.89599, 8.75491, 2.97608, 0.001, 0.00e+00, 0.09385, 2.9399, 0.00888, 6.18178, 200.0, 0.02811, 15.0, 0.00e+00, 0.00e+00, 0.40754, 0.64077)	30584.256759796062
output_proj_2het_group1-group4_process1_05-6-25	Run 5	-2680.75	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(24.85074, 200.0, 3.3275, 0.80482, 109.25478, 0.00e+00, 0.31689, 0.87166, 0.00e+00, 1.46573, 16.92677, 30.58243, 0.11751, 5.42695, 0.001, 4.97266, 0.99112, 0.60654)	6204.243778504369
output_proj_2het_group1-group4_process1_05-6-25	Run 2	-2811.79	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.8445, 200.0, 1.57176, 16.10575, 20.90199, 0.001, 0.00e+00, 0.00e+00, 0.79461, 0.01681, 10.85326, 50.46892, 15.0, 0.00e+00, 3.18914, 0.00e+00, 0.24289, 0.64557)	7783.51716092055
output_proj_2het_group1-group4_process1_05-6-25	Run 3	-3178.39	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(32.00259, 200.0, 1.36242, 0.24385, 51.06083, 0.03538, 8.93194, 1.37103, 0.00e+00, 0.60531, 16.23493, 21.58446, 0.00e+00, 1.45417, 0.00e+00, 0.03633, 0.64382, 0.35606)	8326.318580490983
output_proj_2het_group1-group4_process1_05-6-25	Run 8	-3556.22	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.66082, 2.29425, 200.0, 0.78976, 0.23744, 0.00e+00, 1.70649, 0.47128, 10.96834, 14.08069, 0.00e+00, 9.55656, 0.00e+00, 0.00e+00, 0.2144, 0.58732)	11739.058432421683
output_proj_2het_group3-group4_process1_05-6-25	Run 1	-3300.57	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.91808, 0.02021, 5.0725, 0.14257, 0.12001, 0.00e+00, 11.03706, 2.91869, 1.87966, 0.49649, 2.36917, 5.03638, 0.64563, 15.0, 0.23628, 2.95636, 0.00e+00, 0.31664)	40996.5287600483
output_proj_2het_group3-group4_process1_05-6-25	Run 5	-3418.48	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(100.8703, 0.16395, 0.52805, 0.27428, 1.59177, 7.35183, 3.0364, 0.00e+00, 1.04271, 1.47541, 8.77005, 15.35197, 0.23417, 3.51385, 0.00e+00, 1.82889, 0.6343, 0.30793)	12509.396589773696
output_proj_2het_group3-group4_process1_05-6-25	Run 6	-3499.66	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(3.37331, 38.75546, 1.27608, 13.71129, 22.51385, 2.54733, 0.22745, 1.2026, 0.001, 0.00e+00, 0.17934, 0.28848, 6.86331, 0.00e+00, 0.00e+00, 0.00e+00, 0.66033, 0.2105)	8178.246120890875
output_proj_2het_group3-group4_process1_05-6-25	Run 2	-4309.93	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.01, 15.0, 0.1839, 0.12248, 15.0, 7.13762, 0.00e+00, 5.61206, 0.38809, 2.33509, 3.5495, 7.50683, 0.47538, 4.52341, 0.00e+00, 0.9306, 0.8263)	50198.7904985887
output_proj_2het_group3-group4_process1_05-6-25	Run 4	-4477.01	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.25775, 0.06473, 0.00085, 0.02523, 0.02548, 15.0, 6.33648, 15.0, 0.00e+00, 2.60055, 12.21822, 25.50597, 2.43371, 2.46e-20, 0.52025, 0.001, 1.0, 0.77444)	8001.915247546493
output_proj_2het_group2-group3_process7_05-6-25	Run 8	-2500.52	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(28.55413, 5.1401, 1.56407, 15.13222, 41.16224, 0.00e+00, 5.72065, 0.07674, 3.11328, 0.01134, 200.0, 1.56551, 15.0, 0.00241, 3.55063, 0.00036, 0.52292, 0.60872)	6234.644804606247
output_proj_2het_group2-group3_process7_05-6-25	Run 1	-2561.17	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.09768, 0.12178, 0.42678, 0.47369, 0.4258, 5.14368, 0.00e+00, 0.00e+00, 5.45065, 0.94942, 8.28444, 8.28141, 0.16844, 15.0, 0.21893, 15.0, 0.53449, 0.52693)	16541.895861376528
output_proj_2het_group2-group3_process7_05-6-25	Run 6	-3156.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.35596, 0.02358, 0.10321, 0.08864, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.56555, 18.08702, 18.37828, 6.23602, 0.07029, 5.97727, 0.09051, 0.5969, 0.48393)	7056.925460230927
output_proj_2het_group2-group3_process7_05-6-25	Run 3	-3602.26	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.41814, 0.4526, 11.53385, 1.05597, 2.91999, 0.00e+00, 0.01346, 7.23503, 0.02437, 0.99961, 200.0, 0.00e+00, 11.78361, 0.00e+00, 15.0, 0.20592, 0.34425)	36628.02002153242
output_proj_2het_group2-group3_process7_05-6-25	Run 4	-4118.35	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.19048, 1.0, 1.27406, 19.56996, 8.00551, 0.00e+00, 0.9586, 1.58145, 0.00e+00, 0.01196, 0.99997, 200.0, 15.0, 0.00e+00, 15.0, 0.00e+00, 0.68296, 0.68751)	12375.98862389965
output_proj_2het_group3-group4_process3_05-6-25	Run 5	-1897.18	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.02842, 20.70493, 1.53453, 18.38341, 27.32944, 0.09212, 6.68851, 0.00e+00, 4.27749, 0.00852, 4.73724, 81.01724, 8.55727, 15.0, 0.00e+00, 15.0, 0.54824, 0.36273)	7024.846990714138
output_proj_2het_group3-group4_process3_05-6-25	Run 8	-1964.33	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.61636, 20.45951, 2.09239, 25.60423, 36.39362, 0.635, 0.00e+00, 0.88583, 0.00e+00, 0.01568, 3.93094, 14.51906, 15.0, 0.00e+00, 4.6164, 0.00e+00, 0.56681, 0.88871)	5564.681642140855
output_proj_2het_group3-group4_process3_05-6-25	Run 6	-2635.29	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 6.30626, 0.52704, 4.03157, 200.0, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.60344, 13.24215, 24.3405, 0.29151, 12.18109, 0.06061, 5.32786, 0.08878, 0.5165)	7971.438498670165
output_proj_2het_group3-group4_process3_05-6-25	Run 4	-3659.86	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01016, 200.0, 0.00495, 0.08666, 0.28434, 2e-05, 0.00e+00, 0.00e+00, 0.00e+00, 2.81086, 12.82059, 27.10414, 3.93912, 0.18491, 1.30383, 0.001, 0.01468, 0.63529)	7417.395553858785
output_proj_2het_group3-group4_process3_05-6-25	Run 1	-3735.42	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.19343, 0.00428, 0.1509, 1.00284, 0.00e+00, 0.00e+00, 0.00e+00, 0.13343, 3.02306, 15.13689, 26.91635, 0.16941, 3.40257, 0.001, 2.20752, 1.0, 0.38259)	6964.361809034361
output_proj_2het_group3-group4_process4_05-6-25	Run 5	-2062.38	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(3.63387, 41.61416, 1.35358, 17.50624, 21.78185, 8.86938, 0.15847, 5.9215, 0.00e+00, 0.01066, 4.09506, 200.0, 15.0, 0.00e+00, 12.48787, 0.00e+00, 0.41242, 0.67985)	7755.231103775662
output_proj_2het_group3-group4_process4_05-6-25	Run 3	-2526.26	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 3.11428, 0.46029, 1.0, 26.17937, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.3412, 16.06931, 29.41394, 0.20028, 8.61355, 0.0449, 3.7515, 0.89582, 0.48048)	6792.540497328197
output_proj_2het_group3-group4_process4_05-6-25	Run 7	-2629.34	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(2.68916, 52.25583, 1.29618, 14.77106, 22.87278, 0.30554, 12.21663, 0.06337, 5.18889, 0.00e+00, 0.44444, 0.22149, 3.87927, 1.99321, 3.5316, 0.00e+00, 0.51829, 0.10999)	7973.109351038494
output_proj_2het_group3-group4_process4_05-6-25	Run 1	-3392.10	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01263, 0.08323, 0.07974, 1.00008, 200.0, 0.00e+00, 8.44116, 13.24096, 1.20758, 1.67854, 7.7306, 17.42155, 5.34836, 0.27247, 1.09244, 0.001, 0.44076, 0.67503)	12110.23145304406
output_proj_2het_group3-group4_process4_05-6-25	Run 6	-4015.56	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.01, 1.12783, 5.3518, 0.20045, 0.00e+00, 10.44659, 15.0, 0.00e+00, 0.53168, 3.88617, 5.92172, 0.00e+00, 15.0, 0.35538, 7.80495, 0.12321, 0.35589)	31468.01628173574
output_proj_2het_group1-group2_process4_05-6-25	Run 2	-3421.24	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.93844, 1.91498, 60.60919, 0.19118, 0.25977, 2.51556, 0.88913, 1.12283, 18.93255, 20.27895, 0.00e+00, 6.3339, 0.00e+00, 2.84647, 0.00e+00, 0.57026)	6645.499504537344
output_proj_2het_group1-group2_process4_05-6-25	Run 4	-3431.96	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00107, 0.01, 0.67085, 0.1017, 0.99991, 0.00e+00, 6.60931, 4.28284, 0.00e+00, 0.32623, 4.17339, 4.11774, 0.26361, 0.79074, 0.14576, 6.89281, 0.86973, 0.31979)	33820.13676097651
output_proj_2het_group1-group2_process4_05-6-25	Run 5	-4184.31	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01238, 200.0, 0.10923, 0.32033, 200.0, 6.23318, 1.92025, 0.32259, 9.69815, 0.91029, 9.0217, 12.55224, 12.27657, 0.00e+00, 15.0, 0.00e+00, 0.22281, 0.4466)	12631.809888804046
output_proj_2het_group1-group2_process4_05-6-25	Run 1	-9566.14	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.06624, 0.88733, 12.65813, 0.05883, 0.01, 8.99041, 2.08414, 0.05761, 0.00e+00, 0.25226, 0.9647, 2.36075, 0.00e+00, 15.0, 4.95187, 0.00e+00, 0.38994, 0.38525)	68491.43149900912
output_proj_2het_group2-Amil_process1_05-6-25	Run 6	-5137.43	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.66267, 200.0, 1.06888, 10.71576, 5.14526, 0.001, 0.30345, 1.71e-13, 3.10199, 0.00851, 200.0, 173.34509, 2.10e-14, 14.99999, 3.63175, 0.39158, 0.61677, 0.68153)	18802.072968221786
