Pop	Mask	Model	Folds	log-likelihood	AIC	chi-squared	theta	initial_params	optimised_params	optimised_params_labels
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_anc_asym_mig	3	-108199.21	216414.42	274471.53	5775.05	10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0	102.5936,3.8182,11.8943,49.9392,14.7015,2.2079,9.6587,7.542	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_anc_asym_mig	3	-74490.68	148997.36	409902.22	19882.52	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.3322,3.967,21.0282,19.9914,1.8697,0.4999,2.7188,0.3085	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_anc_asym_mig	3	-145432.92	290881.84	870262.68	44848.94	2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0	1.7539,0.9855,1.4901,3.3374,4.3314,0.5481,9.9926,0.4607	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_anc_asym_mig	3	-77866.32	155748.64	424330.9	15123.13	3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0	1.5785,4.3563,37.9971,11.5008,2.7591,0.984,3.7158,4.9707	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_anc_asym_mig	3	-74569.88	149155.76	382212.77	25089.48	4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0	0.5995,7.0948,51.3687,3.3944,0.8669,0.5074,6.1807,3.3078	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_anc_asym_mig	3	-86771.85	173559.7	519636.39	29732.34	5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0	0.5074,1.4972,26.4145,18.3703,0.5717,0.4956,7.632,0.5841	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_anc_asym_mig	3	-168444.64	336905.28	578928.83	4585.55	6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0	127.8126,126.4247,0.8167,16.02,8.5245,0.4424,5.9809,1.9899	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_anc_asym_mig	3	-75920.96	151857.92	2203968.43	8043.23	7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0	20.4197,3.9229,19.0881,38.3182,3.1922,1.6883,5.7768,7.9093	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_anc_asym_mig	3	-71469.07	142954.14	1384400.86	10796.23	8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0	3.5985,8.047,34.8919,13.1669,2.1219,1.4236,9.8556,7.7873	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_anc_asym_mig	3	-79671.14	159358.28	1357342.36	13985.26	9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0	16.0141,3.7805,6.0465,10.0998,1.8579,0.8241,1.4292,1.6672	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_asym_mig	3	-422864.28	845748.56	244205329467439.1	6136.75	10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0	198.5909,44.1858,3.6053,169.2012,0.9344,13.639,9.3066,5.8674,1.8625,2.8585	nu1, nu2, nu1F, nu2F, T1, T2, m12T1, m21T1, m12T2, m21T2
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_asym_mig	3	-81084.51	162189.02	176805.61	70831.47	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.0445,0.0605,0.9609,2.5326,0.8729,1.5136,2.2179,0.2613,0.3359,1.0414	nu1, nu2, nu1F, nu2F, T1, T2, m12T1, m21T1, m12T2, m21T2
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_asym_mig	3	-60246.34	120512.68	135319.43	27812.44	2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0	0.9956,0.8548,5.1892,6.8306,0.3373,1.1599,2.9069,0.5605,0.261,0.1189	nu1, nu2, nu1F, nu2F, T1, T2, m12T1, m21T1, m12T2, m21T2
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_asym_mig	3	-152791.78	305603.56	362333.17	67021.72	3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0	0.5449,0.7615,0.6765,1.0141,8.5422,2.2367,3.2364,1.2512,0.6248,2.178	nu1, nu2, nu1F, nu2F, T1, T2, m12T1, m21T1, m12T2, m21T2
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_asym_mig	3	-175792.99	351605.98	3472829.15	30056.28	4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0	161.7732,2.4709,2.0021,0.9563,0.3259,1.0471,1.3862,9.4974,1.2106,0.7232	nu1, nu2, nu1F, nu2F, T1, T2, m12T1, m21T1, m12T2, m21T2
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_asym_mig	3	-313571.43	627162.86	1442902332789932.2	11083.04	5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0	12.1949,184.9856,13.6739,6.5808,0.7167,1.2341,6.9429,1.0198,2.4291,0.5912	nu1, nu2, nu1F, nu2F, T1, T2, m12T1, m21T1, m12T2, m21T2
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_asym_mig	3	-407028.6	814077.2	1.7991795088101568e+16	18239.16	6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0	1.2503,1.5298,5.5704,147.642,0.8628,1.1622,4.1299,2.7138,4.0033,2.5496	nu1, nu2, nu1F, nu2F, T1, T2, m12T1, m21T1, m12T2, m21T2
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_asym_mig	3	-133929.94	267879.88	561380057.63	13601.02	7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0	183.8902,190.9507,3.5013,1.1691,1.1823,1.4081,9.0382,0.8724,0.8246,1.3775	nu1, nu2, nu1F, nu2F, T1, T2, m12T1, m21T1, m12T2, m21T2
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_asym_mig	3	-286181.3	572382.6	156531935934.61	9944.84	8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0	182.254,1.912,2.5891,131.6562,4.492,3.6252,9.6842,1.5266,0.7063,1.3212	nu1, nu2, nu1F, nu2F, T1, T2, m12T1, m21T1, m12T2, m21T2
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_asym_mig	3	-400572.41	801164.82	7.325459073104794e+16	6109.05	9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0	1.1788,30.5582,94.3691,6.182,3.7067,6.6906,1.1701,2.2081,1.3034,6.2848	nu1, nu2, nu1F, nu2F, T1, T2, m12T1, m21T1, m12T2, m21T2
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_sec_asym_mig	3	-425840.97	851697.94	4.2221169602745146e+17	2557.87	10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0	34.7846,182.8044,193.0644,5.5941,8.4362,6.8676,2.1071,9.2222	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_sec_asym_mig	3	-132265.05	264546.1	330541.27	217425.9	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.004,2.8522,0.2274,0.3342,10.4375,13.413,1.0867,7.0332	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_sec_asym_mig	3	-93363.15	186742.3	170882.1	70440.99	2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0	0.0872,0.0115,2.2441,4.0792,0.088,0.6789,0.4573,0.6235	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_sec_asym_mig	3	-40775.04	81566.08	122761.77	30374.87	3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0	0.8703,8.1266,29.0331,1.821,0.7913,0.2494,0.4189,0.6275	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_sec_asym_mig	3	-132470.97	264957.94	6068544553.38	25290.29	4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0	8.8504,57.7945,5.2047,1.3242,0.3569,0.5957,0.5664,1.4977	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
outQ0.unfold.group1_dadi_Amil_dadi_snp_Q5_ind834_sites_qc_dep_ngspara_n80_chrOnly_USE_folded	no	split_bottle_sec_asym_mig	3	-274106.09	548228.18	30688537218607.22	24441.04	5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0	0.9782,10.4872,19.0396,1.7912,3.4677,0.6746,0.7285,6.4208	nu1, nu2, nu1F, nu2F, T1, T2, m12, m21
