Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_proj_2het_group1-group4_process6_02-7-25	Run 3	-1366.41	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.01101, 1.54216, 1.88156, 0.24776, 9.92354, 1.63569, 0.00e+00, 6.12103, 5.19759, 8.18044, 1.85141, 100.76179, 8.64795, 3.15036, 7.6426, 3.90258, 0.42981, 0.30846)	70981.70151205268
output_proj_2het_group1-group4_process6_02-7-25	Run 5	-2944.60	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.06655, 1.1833, 0.3414, 36.73054, 8.38e-18, 4.7141, 2.27493, 4.49e-17, 0.31514, 8.03898, 11.43139, 0.001, 2.96946, 0.08659, 7.65e-17, 0.60929, 0.34411)	15471.106655440439
output_proj_2het_group1-group4_process6_02-7-25	Run 1	-3026.02	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 2.3409, 6.41346, 0.99999, 200.0, 0.00e+00, 2.30526, 0.32756, 0.00e+00, 1.59891, 43.77675, 55.01401, 0.5062, 0.001, 0.04386, 0.00e+00, 0.57688, 0.67322)	2915.1560742512825
output_proj_2het_group1-group4_process6_02-7-25	Run 6	-3435.99	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.35789, 200.0, 0.83141, 8.88107, 13.76777, 0.001, 0.00e+00, 0.00e+00, 1.87441, 0.01666, 4.27407, 4.02808, 0.00e+00, 15.0, 0.00e+00, 2.11639, 0.17273, 0.36303)	14469.208767105962
output_proj_2het_group1-group4_process6_02-7-25	Run 7	-3807.29	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.05206, 200.0, 0.23254, 1.86518, 14.47223, 0.00e+00, 0.69854, 9.96806, 0, 0.09761, 3.04097, 4.68482, 0.08321, 9.61627, 0.00e+00, 0, 0.86035, 0.48304)	36483.30585589437
output_proj_2het_group1-group3_process3_05-6-25	Run 3	-2534.24	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 200.0, 0.72813, 0.11812, 34.29895, 0.00e+00, 13.63231, 1.72501, 0.00e+00, 1.13152, 14.00808, 17.82767, 9.53195, 0.10652, 7.9785, 0.06995, 0.65255, 0.373)	8341.346737890437
output_proj_2het_group1-group3_process3_05-6-25	Run 5	-2737.94	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.59858, 20.4849, 2.19938, 27.92253, 27.99126, 0.001, 0.02805, 0.00908, 0.5447, 0.01675, 15.62458, 14.57855, 4.67e-20, 15.0, 4.11e-21, 13.9, 0.45273, 0.43179)	4928.9872654986575
output_proj_2het_group1-group3_process3_05-6-25	Run 7	-3080.25	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.28662, 28.94602, 1.49869, 19.1218, 21.09563, 0.34197, 0.00e+00, 0.6989, 0.00e+00, 0.01268, 200.0, 200.0, 15.0, 0.00e+00, 15.0, 0.94919, 0.48877, 0.52373)	6395.274116562259
output_proj_2het_group1-group3_process3_05-6-25	Run 1	-3101.90	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.65193, 32.47964, 1.34536, 19.02993, 20.45475, 5.13544, 0.00819, 4.55157, 0.00024, 0.13342, 27.60518, 30.51401, 1.47055, 0.00409, 1.80394, 0.09566, 0.2936, 0.57111)	6307.794837569067
output_proj_2het_group1-group3_process3_05-6-25	Run 8	-3635.54	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.04135, 194.13591, 2.03584, 0.73421, 156.79577, 4.59092, 0.00e+00, 0.00e+00, 0.94685, 0.91491, 21.73891, 20.02791, 1.20655, 0.00e+00, 0.35039, 0.00e+00, 0.20608, 0.58292)	5949.513549804017
output_proj_2het_group4-Amil_process2_02-7-25	Run 5	-984.20	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.59794, 0.60008, 0.88583, 14.88971, 6.4049, 0.00e+00, 1.02993, 0.00e+00, 0.00e+00, 13.69188, 105.5257, 3.28988, 0.00e+00, 3.76718, 0.00e+00, 15.0, 0.04565, 0.55876)	303.8829260950089
output_proj_2het_group4-Amil_process2_02-7-25	Run 4	-4037.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.71507, 200.0, 1.14398, 14.95641, 4.43441, 0.0158, 3.71e-17, 3.46e-15, 1.00e-16, 0.34063, 14.75015, 6.2843, 0.001, 0.35164, 0.0746, 2.82901, 0.96669, 0.47622)	17805.302428259944
output_proj_2het_group4-Amil_process2_02-7-25	Run 6	-4814.63	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.10335, 200.0, 1.6476, 24.31335, 6.23217, 1.16e-19, 1.43e-21, 0.001, 15.0, 0.03341, 3.81118, 9.59544, 3.67609, 2.03e-20, 6.18081, 8.77e-21, 0.68128, 0.41638)	15309.37349570252
output_proj_2het_group4-Amil_process2_02-7-25	Run 1	-5885.73	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.80079, 200.0, 1.31778, 20.57079, 4.32451, 0.11251, 6.87e-14, 4.91e-13, 6.42e-13, 0.24357, 13.23069, 6.18388, 3.92e-13, 0.03634, 4.30209, 0.001, 0.45352, 0.54325)	16686.65831416463
output_proj_2het_group4-Amil_process2_02-7-25	Run 3	-6279.20	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.10477, 1.0, 0.86317, 7.13552, 5.43768, 0.00e+00, 0.88546, 0.79105, 0.00e+00, 0.26862, 9.92313, 3.6246, 0.62801, 0.07397, 7.3292, 0.03662, 0.76904, 0.32338)	28040.669786973303
output_proj_2het_group3-group4_process3_02-7-25	Run 4	-1331.94	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.9998, 121.97165, 0.82028, 0.05088, 15.63972, 1.52596, 0, 0.00e+00, 0.00e+00, 2.48682, 200.0, 200.0, 13.1224, 0.84851, 10.68429, 0, 0.77844, 0.3364)	2.8104469403302503
output_proj_2het_group3-group4_process3_02-7-25	Run 6	-2669.79	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(22.76175, 3.33158, 1.32458, 5.3174, 57.06043, 0.00e+00, 0.00e+00, 0.5795, 0.19607, 2.10579, 21.68824, 46.34048, 0.1616, 7.97311, 0, 1.02683, 0, 0.46371)	5033.589623789205
output_proj_2het_group3-group4_process3_02-7-25	Run 2	-3614.70	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(7.4539, 200.0, 0.00656, 0.01026, 1.0, 0.00e+00, 6.48278, 0.00e+00, 4.53522, 2.34034, 11.328, 22.76888, 0.24899, 5.85362, 0.001, 3.06976, 1.0, 0.40874)	8659.02393817998
output_proj_2het_group3-group4_process3_02-7-25	Run 5	-3723.04	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.85031, 0.30321, 0.7952, 1.0, 0.00e+00, 0.64823, 1.70831, 0.00e+00, 2.99299, 14.20222, 36.78906, 0.13298, 3.86925, 0.001, 0.00e+00, 1.0, 0.32118)	6704.583193257524
