Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AL1-AL2	mig_inbred	-625.74	1263.48	204.48972740295378	1043.0	777.58	85
AL1-AL2	mig_inbred	-605.11	1222.22	199.78430702167776	1019.0	773.17	86
AL1-AL2	mig_inbred	-618.75	1249.5	194.6867682752954	993.0	734.15	87
AL1-AL2	mig_inbred	-633.77	1279.54	201.9409580297626	1030.0	854.54	88
AL1-AL2	mig_inbred	-581.15	1174.3	194.88282745784858	994.0	614.01	89
AL1-AL2	mig_inbred	-583.38	1178.76	193.90253154508272	989.0	653.74	90
AL1-AL2	mig_inbred	-629.43	1270.86	196.84341928338026	1004.0	849.99	91
AL1-AL2	mig_inbred	-575.72	1163.44	198.01977437869925	1010.0	654.64	92
AL1-AL2	mig_inbred	-580.19	1172.38	193.11829481487007	985.0	660.46	93
AL1-AL2	mig_inbred	-582.14	1176.28	193.5104131799764	987.0	627.33	94
AL1-AL2	mig_inbred	-658.81	1329.62	198.60795192635877	1013.0	965.55	95
AL1-AL2	mig_inbred	-579.06	1170.12	198.01977437869925	1010.0	610.92	96
AL1-AL2	mig_inbred	-601.4	1214.8	201.54883966465627	1028.0	655.78	97
AL1-AL2	mig_inbred	-587.61	1187.22	205.6660824982728	1049.0	637.34	98
AL1-AL2	mig_inbred	-597.97	1207.94	192.33405808465739	981.0	678.58	99
