Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AL1-AL2	iso_inbred	-604.41	1218.82	265.23609241278484	1028.0	625.09	44
AL1-AL2	iso_inbred	-627.09	1264.18	258.7857983365985	1003.0	756.92	45
AL1-AL2	iso_inbred	-650.04	1310.08	259.3018218626934	1005.0	869.19	46
AL1-AL2	iso_inbred	-623.53	1257.06	260.59188067793065	1010.0	691.48	47
AL1-AL2	iso_inbred	-650.94	1311.88	253.36755131260188	982.0	866.34	48
AL1-AL2	iso_inbred	-607.26	1224.52	262.9139865453578	1019.0	636.51	49
AL1-AL2	iso_inbred	-627.03	1264.06	263.1719983084052	1020.0	778.89	50
AL1-AL2	iso_inbred	-648.06	1306.12	261.8819394931679	1015.0	819.04	51
AL1-AL2	iso_inbred	-645.45	1300.9	262.1399512562154	1016.0	934.61	52
AL1-AL2	iso_inbred	-646.59	1303.18	261.6239277301205	1014.0	811.36	53
AL1-AL2	iso_inbred	-662.55	1335.1	263.68802183450015	1022.0	936.43	54
AL1-AL2	iso_inbred	-662.87	1335.74	266.7841629910696	1034.0	840.46	55
AL1-AL2	iso_inbred	-662.97	1335.94	259.55983362574085	1006.0	1017.24	56
AL1-AL2	iso_inbred	-631.07	1272.14	262.3979630192629	1017.0	802.77	57
AL1-AL2	iso_inbred	-663.52	1337.04	260.59188067793065	1010.0	934.43	58
AL1-AL2	iso_inbred	-651.97	1313.94	260.3338689148832	1009.0	949.27	59
AL1-AL2	iso_inbred	-646.0	1302.0	266.0101277019272	1031.0	953.51	60
AL1-AL2	iso_inbred	-612.88	1235.76	261.6239277301205	1014.0	653.78	61
AL1-AL2	iso_inbred	-657.62	1325.24	259.3018218626934	1005.0	936.99	62
AL1-AL2	iso_inbred	-630.96	1271.92	262.9139865453578	1019.0	765.43	63
AL1-AL2	iso_inbred	-627.73	1265.46	259.55983362574085	1006.0	748.93	64
AL1-AL2	iso_inbred	-635.73	1281.46	262.6559747823103	1018.0	779.78	65
AL1-AL2	iso_inbred	-632.04	1274.08	262.6559747823103	1018.0	736.81	66
AL1-AL2	iso_inbred	-675.04	1360.08	259.3018218626934	1005.0	884.96	67
AL1-AL2	iso_inbred	-595.84	1201.68	263.94603359754757	1023.0	591.77	68
AL1-AL2	iso_inbred	-688.85	1387.7	264.9780806497374	1027.0	971.04	69
AL1-AL2	iso_inbred	-606.03	1222.06	258.7857983365985	1003.0	653.5	70
AL1-AL2	iso_inbred	-613.68	1237.36	263.94603359754757	1023.0	708.93	71
AL1-AL2	iso_inbred	-681.94	1373.88	265.23609241278484	1028.0	1053.86	72
AL1-AL2	iso_inbred	-643.76	1297.52	253.10953954955443	981.0	830.58	73
AL1-AL2	iso_inbred	-658.62	1327.24	258.2697748105036	1001.0	848.92	74
AL1-AL2	iso_inbred	-663.89	1337.78	255.43164541698152	990.0	901.4	75
AL1-AL2	iso_inbred	-664.33	1338.66	257.7537512844086	999.0	1038.29	76
AL1-AL2	iso_inbred	-649.86	1309.72	262.3979630192629	1017.0	840.29	77
AL1-AL2	iso_inbred	-675.09	1360.18	261.10790420402554	1012.0	938.31	78
AL1-AL2	iso_inbred	-651.48	1312.96	260.3338689148832	1009.0	808.79	79
AL1-AL2	iso_inbred	-640.12	1290.24	260.3338689148832	1009.0	781.88	80
AL1-AL2	iso_inbred	-661.52	1333.04	260.59188067793065	1010.0	954.65	81
AL1-AL2	iso_inbred	-634.85	1279.7	262.9139865453578	1019.0	822.63	82
AL1-AL2	iso_inbred	-637.28	1284.56	260.3338689148832	1009.0	826.9	83
AL1-AL2	iso_inbred	-637.09	1284.18	263.68802183450015	1022.0	793.7	84
AL1-AL2	iso_inbred	-654.18	1318.36	268.07422180630687	1039.0	789.93	85
AL1-AL2	iso_inbred	-640.67	1291.34	262.9139865453578	1019.0	872.53	86
AL1-AL2	iso_inbred	-657.87	1325.74	264.20404536059505	1024.0	854.63	87
AL1-AL2	iso_inbred	-634.05	1278.1	261.6239277301205	1014.0	899.65	88
AL1-AL2	iso_inbred	-648.43	1306.86	262.6559747823103	1018.0	798.88	89
AL1-AL2	iso_inbred	-666.31	1342.62	253.8835748386968	984.0	867.29	90
AL1-AL2	iso_inbred	-643.06	1296.12	260.59188067793065	1010.0	878.26	91
AL1-AL2	iso_inbred	-618.0	1246.0	261.8819394931679	1015.0	669.67	92
AL1-AL2	iso_inbred	-642.42	1294.84	270.9123511998289	1050.0	727.68	93
AL1-AL2	iso_inbred	-641.27	1292.54	266.5261512280222	1033.0	770.27	94
AL1-AL2	iso_inbred	-675.23	1360.46	260.59188067793065	1010.0	964.1	95
AL1-AL2	iso_inbred	-670.59	1351.18	267.04217475411707	1035.0	905.73	96
AL1-AL2	iso_inbred	-624.8	1259.6	260.3338689148832	1009.0	777.01	97
AL1-AL2	iso_inbred	-633.74	1277.48	251.81948073431715	976.0	903.84	98
AL1-AL2	iso_inbred	-638.47	1286.94	266.7841629910696	1034.0	782.68	99
