Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG1-AL2	iso_inbred	-740.34	1490.68	218.96157682447293	881.0	1456.15	77
AG1-AL2	iso_inbred	-690.28	1390.56	211.50545048538757	851.0	1251.64	78
AG1-AL2	iso_inbred	-743.81	1497.62	213.24521329784082	858.0	1561.65	79
AG1-AL2	iso_inbred	-736.46	1482.92	211.0083753961152	849.0	1443.68	80
AG1-AL2	iso_inbred	-698.2	1406.4	201.56394869994045	811.0	1341.26	81
AG1-AL2	iso_inbred	-689.56	1389.12	206.78323713730018	832.0	1293.64	82
AG1-AL2	iso_inbred	-779.96	1569.92	209.76568767293432	844.0	1922.9	83
AG1-AL2	iso_inbred	-725.01	1460.02	216.22766383347496	870.0	1484.91	84
AG1-AL2	iso_inbred	-711.79	1433.58	212.74813820856846	856.0	1448.05	85
AG1-AL2	iso_inbred	-721.9	1453.8	202.0610237892128	813.0	1567.77	86
AG1-AL2	iso_inbred	-726.09	1462.18	214.7364385656579	864.0	1439.53	87
AG1-AL2	iso_inbred	-741.98	1493.96	218.46450173520057	879.0	1507.63	88
AG1-AL2	iso_inbred	-752.74	1515.48	203.05517396775753	817.0	1862.13	89
AG1-AL2	iso_inbred	-762.27	1534.54	212.49960066393228	855.0	1581.66	90
AG1-AL2	iso_inbred	-775.56	1561.12	213.24521329784082	858.0	1766.24	91
AG1-AL2	iso_inbred	-805.99	1621.98	215.23351365493025	866.0	2045.85	92
AG1-AL2	iso_inbred	-753.35	1516.7	216.9732764673835	873.0	1722.49	93
AG1-AL2	iso_inbred	-720.89	1451.78	212.49960066393228	855.0	1420.67	94
AG1-AL2	iso_inbred	-764.02	1538.04	217.22181401201968	874.0	1811.57	95
AG1-AL2	iso_inbred	-712.17	1434.34	217.47035155665586	875.0	1466.77	96
AG1-AL2	iso_inbred	-765.04	1540.08	201.0668736106681	809.0	2017.34	97
AG1-AL2	iso_inbred	-758.51	1527.02	207.5288497712087	835.0	1592.92	98
AG1-AL2	iso_inbred	-752.34	1514.68	213.493750842477	859.0	1731.5	99
