Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG1-AL2	mig_inbred	-615.3	1242.6	65.60960159977958	837.0	1231.53	76
AG1-AL2	mig_inbred	-645.02	1302.04	66.47185442845053	848.0	1224.65	77
AG1-AL2	mig_inbred	-606.18	1224.36	64.98250863347344	829.0	1204.29	78
AG1-AL2	mig_inbred	-666.23	1344.46	64.82573539189691	827.0	1368.68	79
AG1-AL2	mig_inbred	-626.46	1264.92	66.07992132450919	843.0	1131.56	80
AG1-AL2	mig_inbred	-662.65	1337.3	65.13928187504999	831.0	1657.69	81
AG1-AL2	mig_inbred	-650.01	1312.02	63.649936080072905	812.0	1442.87	82
AG1-AL2	mig_inbred	-671.08	1354.16	66.00153470372092	842.0	1333.83	83
AG1-AL2	mig_inbred	-643.15	1298.3	67.17733401554493	857.0	1258.56	84
AG1-AL2	mig_inbred	-650.89	1313.78	67.0205607739684	855.0	1326.72	85
AG1-AL2	mig_inbred	-667.12	1346.24	69.60731925998121	888.0	1382.58	86
AG1-AL2	mig_inbred	-660.0	1332.0	64.19864242559078	819.0	1449.58	87
AG1-AL2	mig_inbred	-662.36	1336.72	68.11797346500414	869.0	1310.96	88
AG1-AL2	mig_inbred	-664.17	1340.34	65.37444173741478	834.0	1416.71	89
AG1-AL2	mig_inbred	-626.35	1264.7	65.45282835820305	835.0	1139.62	90
AG1-AL2	mig_inbred	-675.07	1362.14	67.9612002234276	867.0	1344.87	91
AG1-AL2	mig_inbred	-675.16	1362.32	65.84476146214439	840.0	1495.21	92
AG1-AL2	mig_inbred	-689.38	1390.76	68.90183967288681	879.0	1426.08	93
AG1-AL2	mig_inbred	-681.1	1374.2	67.9612002234276	867.0	1365.5	94
AG1-AL2	mig_inbred	-692.13	1396.26	66.62862767002706	850.0	1542.77	95
AG1-AL2	mig_inbred	-701.86	1415.72	69.842479122346	891.0	1516.28	96
AG1-AL2	mig_inbred	-695.6	1403.2	65.68798822056786	838.0	1612.85	97
AG1-AL2	mig_inbred	-663.07	1338.14	66.00153470372092	842.0	1552.65	98
AG1-AL2	mig_inbred	-652.83	1317.66	67.41249387790972	860.0	1284.38	99
